source_layer,source_feature,target_layer,target_feature,correlation,type
8,1687,8,2024,0.3355508043328595,within_layer
8,9353,8,279,0.33223703206441,within_layer
8,13025,8,5410,0.3267466602644457,within_layer
8,13935,8,3255,0.3260887977999031,within_layer
8,8198,8,13540,0.32283151210380306,within_layer
8,6575,8,815,0.3218148231907612,within_layer
8,14248,8,3957,0.3209270985947368,within_layer
8,9353,8,2024,-0.3198655924424246,within_layer
8,279,8,9213,-0.313462532310097,within_layer
8,1735,8,15075,0.31150701199728265,within_layer
8,8210,8,12681,0.3095441000654962,within_layer
8,9949,8,9213,0.3094086511456321,within_layer
8,3255,8,10090,0.3088895155707199,within_layer
8,7024,8,9817,0.30783390465975796,within_layer
8,6575,8,9213,0.3069482705005415,within_layer
8,279,8,5410,-0.3054248862322313,within_layer
8,9481,8,10458,0.3016834403993584,within_layer
8,12834,8,3305,0.3012279038185024,within_layer
8,6575,8,2024,0.30041071850159706,within_layer
12,12234,12,5416,1.0,within_layer
12,1455,12,525,1.0,within_layer
12,7827,12,3404,1.0,within_layer
12,3404,12,6521,1.0,within_layer
12,6521,12,10090,1.0,within_layer
12,7827,12,10090,0.9999999999999997,within_layer
12,3404,12,10090,0.999999999999999,within_layer
12,12234,12,7989,0.9999999999999986,within_layer
12,11574,12,11032,0.9999999999999982,within_layer
12,5416,12,7989,0.9999999999999979,within_layer
12,7827,12,6521,0.9999999999999966,within_layer
12,5152,12,8737,0.9999188611866046,within_layer
12,5152,12,2046,0.991861611030007,within_layer
12,8737,12,2046,0.9901592503224916,within_layer
12,1208,12,12780,0.9887335617954285,within_layer
12,5416,12,12342,0.8343826395324878,within_layer
12,12234,12,12342,0.8343826395324856,within_layer
12,7989,12,12342,0.8343826395324826,within_layer
12,8915,12,12210,0.8052460626467117,within_layer
12,3404,12,12780,0.7587798929104318,within_layer
12,10090,12,12780,0.7587798929104299,within_layer
12,6521,12,12780,0.7587798929104296,within_layer
12,7827,12,12780,0.7587798929104235,within_layer
12,3692,12,1208,0.7507471918706888,within_layer
12,5129,12,4560,0.7153226845833744,within_layer
12,12234,12,10967,0.6961492736822231,within_layer
12,5416,12,10967,0.6961492736822222,within_layer
12,7989,12,10967,0.6961492736822215,within_layer
12,9766,12,8737,0.6795067987674099,within_layer
12,11574,12,3226,0.6717414512234796,within_layer
12,11032,12,3226,0.6717414512234778,within_layer
12,9766,12,5152,0.670105771320862,within_layer
12,1005,12,12120,0.6671746463197887,within_layer
12,10090,12,1208,0.6527335024372092,within_layer
12,7827,12,1208,0.6527335024372064,within_layer
12,3404,12,1208,0.6527335024372042,within_layer
12,6521,12,1208,0.6527335024372035,within_layer
12,3692,12,12780,0.6434078265770948,within_layer
12,10967,12,12342,0.5749359965532133,within_layer
12,9766,12,2046,0.5701464580658334,within_layer
12,5853,12,4560,0.569180690430866,within_layer
12,625,12,14192,0.5691259200124172,within_layer
12,12780,12,13295,0.5438093404870119,within_layer
12,4560,12,1041,0.5333683988516237,within_layer
12,1208,12,13295,0.5258010050114401,within_layer
12,4560,12,14599,0.5096448464505478,within_layer
12,1041,12,2620,0.4946121185381277,within_layer
12,6810,12,2620,-0.4842538301530467,within_layer
12,525,12,625,0.4706888214884243,within_layer
12,1455,12,625,0.47068882148842345,within_layer
12,3404,12,13295,0.4643331539672959,within_layer
12,7827,12,13295,0.46433315396729524,within_layer
12,10090,12,13295,0.4643331539672946,within_layer
12,6521,12,13295,0.46433315396729274,within_layer
12,8915,12,10708,0.46313192795733343,within_layer
12,2009,12,14192,0.4605085048815623,within_layer
12,1455,12,14192,0.4391280007280213,within_layer
12,525,12,14192,0.4391280007280179,within_layer
12,1455,12,1737,0.434262424742488,within_layer
12,525,12,1737,0.43426242474248467,within_layer
12,10803,12,13295,0.4199659633927718,within_layer
12,5853,12,625,0.4081729637443463,within_layer
12,625,12,1737,0.40634037402414896,within_layer
12,1041,12,7507,0.3876062317226456,within_layer
12,5129,12,1041,0.3875233270979992,within_layer
12,1737,12,14192,0.36399991395042547,within_layer
12,7349,12,13349,0.3639082704436991,within_layer
12,14192,12,2291,0.3637489950456463,within_layer
12,12780,12,14906,0.3619181142307849,within_layer
12,5129,12,14599,0.36172329253273244,within_layer
12,4560,12,2620,0.357825007771434,within_layer
12,11032,12,14906,0.35388653151828203,within_layer
12,11574,12,14906,0.35388653151828114,within_layer
12,1208,12,14906,0.35320458480419675,within_layer
12,12210,12,10708,0.3531823852980348,within_layer
12,12210,12,7541,0.35070652599099816,within_layer
12,8806,12,2620,-0.3463750872199171,within_layer
12,10090,12,10708,0.345109584935826,within_layer
12,3404,12,10708,0.34510958493582483,within_layer
12,7827,12,10708,0.3451095849358245,within_layer
12,6521,12,10708,0.3451095849358243,within_layer
12,10708,12,7541,0.3449497285088674,within_layer
12,3226,12,14906,0.3384032107440281,within_layer
12,10396,12,2586,0.3382767855544994,within_layer
12,8806,12,6810,0.3350669907431619,within_layer
12,9257,12,1005,0.3285518266428656,within_layer
12,6192,12,6810,0.3261391939037695,within_layer
12,3226,12,12120,0.325343357865891,within_layer
12,8915,12,7795,0.321160465269008,within_layer
12,625,12,2586,0.31928500100647056,within_layer
12,6192,12,14599,0.3159478487093863,within_layer
12,4094,12,10708,0.3153217353451218,within_layer
12,7673,12,14599,0.31383209323177536,within_layer
12,2009,12,625,0.3104535686716332,within_layer
12,2046,12,12210,0.3100874242384831,within_layer
12,4094,12,6810,0.30943196824012914,within_layer
12,7795,12,10394,0.3091325151277941,within_layer
12,14906,12,7541,0.30809965389437066,within_layer
12,7541,12,2291,-0.3078205728224935,within_layer
12,1054,12,14192,0.30763755579850977,within_layer
12,1005,12,6810,0.3041114284856361,within_layer
12,8535,12,14906,0.3023143833547099,within_layer
12,9257,12,12120,0.3007269878973187,within_layer
16,5036,16,1607,1.0,within_layer
16,7027,16,9555,1.0,within_layer
16,9983,16,14866,1.0,within_layer
16,8149,16,9935,1.0,within_layer
16,5454,16,8566,1.0,within_layer
16,3226,16,6047,1.0,within_layer
16,3344,16,1601,0.9999999999999998,within_layer
16,10188,16,1601,0.9999999999999998,within_layer
16,15994,16,14703,0.9999999999999998,within_layer
16,3344,16,10188,0.9999999999999993,within_layer
16,1601,16,14528,0.9999999999999993,within_layer
16,14136,16,1107,0.9999999999999991,within_layer
16,10188,16,14528,0.9999999999999989,within_layer
16,3344,16,14528,0.9999999999999988,within_layer
16,4221,16,14866,0.9999999999999987,within_layer
16,5070,16,11436,0.9999999999999974,within_layer
16,4221,16,9983,0.9999999999999973,within_layer
16,15711,16,4508,0.9999999999999961,within_layer
16,10894,16,12977,0.9998401113013977,within_layer
16,14191,16,8739,0.9996877646178215,within_layer
16,1191,16,10051,0.9978223267234917,within_layer
16,14780,16,12111,0.9952783567169987,within_layer
16,14191,16,5553,0.9594856867408111,within_layer
16,8739,16,5553,0.9581865633125274,within_layer
16,10336,16,11391,0.9367882411539317,within_layer
16,14489,16,16028,0.9297267240618879,within_layer
16,13382,16,13920,0.928540832512557,within_layer
16,4539,16,13017,0.924082766290726,within_layer
16,2211,16,13920,0.9124271869899716,within_layer
16,661,16,414,0.887410592638258,within_layer
16,4508,16,13382,0.8787944606013524,within_layer
16,15711,16,13382,0.878794460601351,within_layer
16,12111,16,14489,0.8728880788264209,within_layer
16,14674,16,5086,0.8622712561966628,within_layer
16,14115,16,4451,0.8599692013656244,within_layer
16,14780,16,14489,0.8590062001169523,within_layer
16,4539,16,14674,0.8575590245693699,within_layer
16,15711,16,13920,0.8555055639084418,within_layer
16,4508,16,13920,0.8555055639084418,within_layer
16,13920,16,7227,0.8529995162167087,within_layer
16,8892,16,2852,0.8528446472156271,within_layer
16,2211,16,7227,0.842208272357572,within_layer
16,15711,16,2211,0.8386046706939478,within_layer
16,4508,16,2211,0.8386046706939435,within_layer
16,13017,16,14674,0.8381598263067118,within_layer
16,2486,16,1191,0.8249552092978346,within_layer
16,14866,16,13017,0.8248318739856961,within_layer
16,9983,16,13017,0.8248318739856949,within_layer
16,4221,16,13017,0.8248318739856934,within_layer
16,2418,16,10827,0.8157513380291745,within_layer
16,14247,16,414,0.8119387055073908,within_layer
16,9598,16,7504,0.8084182370058728,within_layer
16,15511,16,8536,0.8032282495463148,within_layer
16,12111,16,16028,0.7972925887522458,within_layer
16,10464,16,15511,0.79211802793615,within_layer
16,2486,16,10051,0.7858787616982006,within_layer
16,7375,16,2551,0.7854575170679405,within_layer
16,11743,16,13442,0.7833793442904652,within_layer
16,3226,16,8739,0.7816634586867828,within_layer
16,6047,16,8739,0.7816634586867801,within_layer
16,14780,16,16028,0.7742287151679422,within_layer
16,10329,16,10001,0.770518356152177,within_layer
16,6047,16,14191,0.7658347044817886,within_layer
16,3226,16,14191,0.7658347044817873,within_layer
16,13546,16,10329,0.7582842149811893,within_layer
